Id,Label,timeset,comment,indegree,outdegree,Degree
Plack-Middleware-ReverseProxy-0.15.tar.gz,Plack-Middleware-ReverseProxy-0.15.tar.gz,,Archive,3,4,7
Plack-Middleware-Session-0.30.tar.gz,Plack-Middleware-Session-0.30.tar.gz,,Archive,3,4,7
Plack-Test-ExternalServer-0.02.tar.gz,Plack-Test-ExternalServer-0.02.tar.gz,,Archive,3,4,7
Platforms,Platforms,,None,2,8,10
PlayOnLinux_4.2.12.tar.gz,PlayOnLinux_4.2.12.tar.gz,,Archive,1,4,5
PlistCpp-11615d,PlistCpp-11615d,,None,1,7,8
Pmw-2.0.1.tar.gz,Pmw-2.0.1.tar.gz,,Archive,2,4,6
Pod-Checker-1.73.tar.gz,Pod-Checker-1.73.tar.gz,,Archive,3,4,7
Pod-Coverage-0.23.tar.gz,Pod-Coverage-0.23.tar.gz,,Archive,3,4,7
Pod-Coverage-TrustPod-0.100005.tar.gz,Pod-Coverage-TrustPod-0.100005.tar.gz,,Archive,3,4,7
Pod-Elemental-0.103004.tar.gz,Pod-Elemental-0.103004.tar.gz,,Archive,3,4,7
Pod-Elemental-PerlMunger-0.200006.tar.gz,Pod-Elemental-PerlMunger-0.200006.tar.gz,,Archive,3,4,7
Pod-Eventual-0.094001.tar.gz,Pod-Eventual-0.094001.tar.gz,,Archive,3,4,7
Pod-LaTeX-0.61.tar.gz,Pod-LaTeX-0.61.tar.gz,,Archive,3,4,7
Pod-Markdown-3.101.tar.gz,Pod-Markdown-3.101.tar.gz,,Archive,3,4,7
Pod-Markdown-Github-0.03.tar.gz,Pod-Markdown-Github-0.03.tar.gz,,Archive,3,4,7
Pod-POM-2.01.tar.gz,Pod-POM-2.01.tar.gz,,Archive,3,4,7
Pod-POM-View-TOC-0.02.tar.gz,Pod-POM-View-TOC-0.02.tar.gz,,Archive,3,4,7
Pod-Parser-1.63.tar.gz,Pod-Parser-1.63.tar.gz,,Archive,3,4,7
Pod-Perldoc-3.28.tar.gz,Pod-Perldoc-3.28.tar.gz,,Archive,3,4,7
Pod-Plainer-1.04.tar.gz,Pod-Plainer-1.04.tar.gz,,Archive,3,4,7
Pod-Simple-3.35.tar.gz,Pod-Simple-3.35.tar.gz,,Archive,3,4,7
Pod-Spell-1.20.tar.gz,Pod-Spell-1.20.tar.gz,,Archive,3,4,7
Pod-Strip-1.02.tar.gz,Pod-Strip-1.02.tar.gz,,Archive,3,4,7
Pod-Tidy-0.10.tar.gz,Pod-Tidy-0.10.tar.gz,,Archive,3,4,7
Pod-Weaver-4.015.tar.gz,Pod-Weaver-4.015.tar.gz,,Archive,3,4,7
Pod-Wrap-0.01.tar.gz,Pod-Wrap-0.01.tar.gz,,Archive,3,4,7
Poly-Italic.otf,Poly-Italic.otf,,Font,1,4,5
Poly-Regular.otf,Poly-Regular.otf,,Font,1,4,5
PosteRazor-1.5.1-Source.zip,PosteRazor-1.5.1-Source.zip,,Archive,1,4,5
Probe-Perl-0.03.tar.gz,Probe-Perl-0.03.tar.gz,,Archive,3,4,7
Proc-Background-1.10.tar.gz,Proc-Background-1.10.tar.gz,,Archive,3,4,7
Proc-Find-0.04.tar.gz,Proc-Find-0.04.tar.gz,,Archive,3,4,7
Proc-ProcessTable-0.55.tar.gz,Proc-ProcessTable-0.55.tar.gz,,Archive,3,4,7
Proc-SafeExec-1.5.tar.gz,Proc-SafeExec-1.5.tar.gz,,Archive,3,4,7
Proc-Simple-1.32.tar.gz,Proc-Simple-1.32.tar.gz,,Archive,3,4,7
Proc-Wait3-0.05.tar.gz,Proc-Wait3-0.05.tar.gz,,Archive,3,4,7
Proc-WaitStat-1.00.tar.gz,Proc-WaitStat-1.00.tar.gz,,Archive,3,4,7
ProductTypes.xcspec,ProductTypes.xcspec,,None,1,2,3
ProjectCenter-0.6.2.tar.gz,ProjectCenter-0.6.2.tar.gz,,Archive,1,4,5
Protocol-HTTP2-1.09.tar.gz,Protocol-HTTP2-1.09.tar.gz,,Archive,3,4,7
Protocol-WebSocket-0.24.tar.gz,Protocol-WebSocket-0.24.tar.gz,,Archive,3,4,7
ProvidedTypes.fs,ProvidedTypes.fs,,None,1,4,5
PuLP-1.6.8.tar.gz,PuLP-1.6.8.tar.gz,,Archive,2,4,6
Pweave-0.25.tar.gz,Pweave-0.25.tar.gz,,Archive,2,4,6
PyAMF-0.8.0.tar.gz,PyAMF-0.8.0.tar.gz,,Archive,1,4,5
PyAlgoTrade-0.16.tar.gz,PyAlgoTrade-0.16.tar.gz,,Archive,1,4,5
PyAudio-0.2.9.tar.gz,PyAudio-0.2.9.tar.gz,,Archive,2,4,6
PyBindGen-0.19.0.tar.gz,PyBindGen-0.19.0.tar.gz,,Archive,2,4,6
PyBrowserID-0.14.0.tar.gz,PyBrowserID-0.14.0.tar.gz,,Archive,2,4,6
PyCRC-1.21.tar.gz,PyCRC-1.21.tar.gz,,Archive,2,4,6
PyChef-0.3.0.tar.gz,PyChef-0.3.0.tar.gz,,Archive,2,4,6
PyChromecast-2.2.0.tar.gz,PyChromecast-2.2.0.tar.gz,,Archive,1,4,5
PyContracts-1.8.6.tar.gz,PyContracts-1.8.6.tar.gz,,Archive,2,4,6
PyDispatcher-2.0.5.tar.gz,PyDispatcher-2.0.5.tar.gz,,Archive,2,4,6
PyFxA-0.6.0.tar.gz,PyFxA-0.6.0.tar.gz,,Archive,2,4,6
PyHamcrest-1.9.0,PyHamcrest-1.9.0,,None,5,9,14
PyHamcrest-1.9.0.tar.gz,PyHamcrest-1.9.0.tar.gz,,Archive,1,4,5
PyICU-2.0.3.tar.gz,PyICU-2.0.3.tar.gz,,Archive,2,4,6
PyJWT-1.6.4.tar.gz,PyJWT-1.6.4.tar.gz,,Archive,2,4,6
PyLTI-0.7.0.tar.gz,PyLTI-0.7.0.tar.gz,,Archive,1,4,5
PyMVGLive-1.1.4.tar.gz,PyMVGLive-1.1.4.tar.gz,,Archive,2,4,6
PyMsgBox-1.0.6.zip,PyMsgBox-1.0.6.zip,,Archive,2,4,6
PyMySQL-0.9.2.tar.gz,PyMySQL-0.9.2.tar.gz,,Archive,2,4,6
PyOgg-0.6.2a1.tar.gz,PyOgg-0.6.2a1.tar.gz,,Archive,2,4,6
PyOpenGL-3.1.0.tar.gz,PyOpenGL-3.1.0.tar.gz,,Archive,2,4,6
PyPDF2-1.26.0.tar.gz,PyPDF2-1.26.0.tar.gz,,Archive,2,4,6
PyPlatec-1.4.0.tar.gz,PyPlatec-1.4.0.tar.gz,,Archive,2,4,6
PyPrind-2.11.2.tar.gz,PyPrind-2.11.2.tar.gz,,Archive,2,4,6
PyQRCode-1.2.1.tar.gz,PyQRCode-1.2.1.tar.gz,,Archive,2,4,6
PyQt4_gpl_x11-4.12.tar.gz,PyQt4_gpl_x11-4.12.tar.gz,,Archive,2,4,6
PyQt5_gpl-5.10.1.tar.gz,PyQt5_gpl-5.10.1.tar.gz,,Archive,2,4,6
PyRSS2Gen-1.1.tar.gz,PyRSS2Gen-1.1.tar.gz,,Archive,2,4,6
PyReadability-0.4.0.tar.gz,PyReadability-0.4.0.tar.gz,,Archive,2,4,6
PySDL2-0.9.6.tar.gz,PySDL2-0.9.6.tar.gz,,Archive,2,4,6
PySocks-1.6.6.tar.gz,PySocks-1.6.6.tar.gz,,Archive,2,4,6
PySolFC-2.0,PySolFC-2.0,,None,0,9,9
PySolFC-2.0.tar.bz2,PySolFC-2.0.tar.bz2,,Archive,1,4,5
PySoundFile-0.9.0.post1.tar.gz,PySoundFile-0.9.0.post1.tar.gz,,Archive,2,4,6
PyStemmer-1.3.0.tar.gz,PyStemmer-1.3.0.tar.gz,,Archive,2,4,6
PyStringTemplate-3.2b1.tar.gz,PyStringTemplate-3.2b1.tar.gz,,Archive,1,4,5
PyVirtualDisplay-0.2.1.tar.gz,PyVirtualDisplay-0.2.1.tar.gz,,Archive,2,4,6
PyWavelets-0.5.2.tar.gz,PyWavelets-0.5.2.tar.gz,,Archive,2,4,6
PyWebDAV-0.9.8.tar.gz,PyWebDAV-0.9.8.tar.gz,,Archive,1,4,5
PyX-0.14.1.tar.gz,PyX-0.14.1.tar.gz,,Archive,1,4,5
PyXML-PyXML.tar.gz,PyXML-PyXML.tar.gz,,Archive,1,4,5
PyYAML-3.13.tar.gz,PyYAML-3.13.tar.gz,,Archive,2,4,6
PyZufall-0.13.2.tar.gz,PyZufall-0.13.2.tar.gz,,Archive,2,4,6
Pygments-2.2.0.tar.gz,Pygments-2.2.0.tar.gz,,Archive,2,4,6
Pympler-0.6.tar.gz,Pympler-0.6.tar.gz,,Archive,2,4,6
Pyphen-0.9.5.tar.gz,Pyphen-0.9.5.tar.gz,,Archive,2,4,6
Pyrex-0.9.5.1.1.tar.gz,Pyrex-0.9.5.1.1.tar.gz,,Archive,1,4,5
Pyrex-0.9.6.4.tar.gz,Pyrex-0.9.6.4.tar.gz,,Archive,1,4,5
Pyro4-4.74.tar.gz,Pyro4-4.74.tar.gz,,Archive,2,4,6
Python-2.7.15.tar.xz,Python-2.7.15.tar.xz,,Archive,1,4,5
Python-3.4.9.tar.xz,Python-3.4.9.tar.xz,,Archive,1,4,5
Python-3.5.5.tar.xz,Python-3.5.5.tar.xz,,Archive,1,4,5
Python-3.5.6.tar.xz,Python-3.5.6.tar.xz,,Archive,1,4,5
Python-3.6.6.tar.xz,Python-3.6.6.tar.xz,,Archive,1,4,5
Python-3.7.0.tar.xz,Python-3.7.0.tar.xz,,Archive,1,4,5
Python-fontconfig-0.5.1.tar.gz,Python-fontconfig-0.5.1.tar.gz,,Archive,2,4,6
PythonMagick-0.9.16.tar.xz,PythonMagick-0.9.16.tar.xz,,Archive,1,4,5
QCDNUM-17-01-14,QCDNUM-17-01-14,,None,1,4,5
QDarkStyle-2.5.4.tar.gz,QDarkStyle-2.5.4.tar.gz,,Archive,1,4,5
QMediathekView-2017-04-16,QMediathekView-2017-04-16,,None,0,9,9
QSSTV.desktop,QSSTV.desktop,,None,1,2,3
QScintilla_gpl-2.9.4.zip,QScintilla_gpl-2.9.4.zip,,Archive,3,4,7
QtAwesome-0.5.1.tar.gz,QtAwesome-0.5.1.tar.gz,,Archive,2,4,6
QtPy-1.5.2.tar.gz,QtPy-1.5.2.tar.gz,,Archive,2,4,6
QuTiP-2.2.0.tar.gz,QuTiP-2.2.0.tar.gz,,Archive,2,4,6
QuadProgpp-4b6bd65f09fbff99c172a86d6e96ca74449b323f,QuadProgpp-4b6bd65f09fbff99c172a86d6e96ca74449b323f,,None,0,4,4
QuickCheck-2.11.3,QuickCheck-2.11.3,,None,153,12,165
QuickCheck-2.11.3.tar.gz,QuickCheck-2.11.3.tar.gz,,Archive,1,4,5
QuickCheck-safe-0.1.0.5,QuickCheck-safe-0.1.0.5,,None,2,11,13
QuickCheck-safe-0.1.0.5.tar.gz,QuickCheck-safe-0.1.0.5.tar.gz,,Archive,1,4,5
QuickNES_Core-8613b48,QuickNES_Core-8613b48,,Golang,1,4,5
R-3.4.4,R-3.4.4,,None,1,33,34
R-3.4.4-wrapper,R-3.4.4-wrapper,,Golang,1,19,20
R-3.4.4.tar.gz,R-3.4.4.tar.gz,,Archive,1,4,5
R-3.5.1,R-3.5.1,,None,21,33,54
R-3.5.1-wrapper,R-3.5.1-wrapper,,Golang,0,19,19
R-3.5.1.tar.gz,R-3.5.1.tar.gz,,Archive,1,4,5
RAxML-8.2.12,RAxML-8.2.12,,None,0,3,3
RBTools-0.7.2.tar.gz,RBTools-0.7.2.tar.gz,,Archive,1,4,5
RELEASE_0_9_12_1.tar.gz,RELEASE_0_9_12_1.tar.gz,,Archive,1,4,5
REST-Client-273.tar.gz,REST-Client-273.tar.gz,,Archive,3,4,7
REST-Utils-0.6.tar.gz,REST-Utils-0.6.tar.gz,,Archive,3,4,7
ROPGadget-5.4.tar.gz,ROPGadget-5.4.tar.gz,,Archive,2,4,6
RPC-XML-0.80.tar.gz,RPC-XML-0.80.tar.gz,,Archive,3,4,7
RSA-2.3.0,RSA-2.3.0,,None,1,18,19
RSA-2.3.0.tar.gz,RSA-2.3.0.tar.gz,,Archive,1,4,5
RSS-Parser-Lite-0.12.tar.gz,RSS-Parser-Lite-0.12.tar.gz,,Archive,3,4,7
RStudio-1.1.463,RStudio-1.1.463,,None,1,60,61
RStudio-1.1.463-wrapper,RStudio-1.1.463-wrapper,,Golang,0,20,20
RStudio-1.1.463.desktop,RStudio-1.1.463.desktop,,None,1,2,3
RT-Client-REST-0.52.tar.gz,RT-Client-REST-0.52.tar.gz,,Archive,3,4,7
Radarr.develop.0.2.0.1120.linux.tar.gz,Radarr.develop.0.2.0.1120.linux.tar.gz,,Archive,1,4,5
Radicale-1.1.6.tar.gz,Radicale-1.1.6.tar.gz,,Archive,1,4,5
Radicale-2.1.10,Radicale-2.1.10,,None,0,13,13
Rasterific-0.7.4,Rasterific-0.7.4,,None,1,17,18
Rasterific-0.7.4.tar.gz,Rasterific-0.7.4.tar.gz,,Archive,1,4,5
Razor2-Client-Agent-2.84.tar.gz,Razor2-Client-Agent-2.84.tar.gz,,Archive,3,4,7
Readonly-2.05.tar.gz,Readonly-2.05.tar.gz,,Archive,3,4,7
Readonly-XS-1.05.tar.gz,Readonly-XS-1.05.tar.gz,,Archive,3,4,7
RedCloth-4.3.2.gem,RedCloth-4.3.2.gem,,Ruby,1,4,5
Redis-1.991.tar.gz,Redis-1.991.tar.gz,,Archive,3,4,7
RedisDesktopManager,RedisDesktopManager,,None,1,4,5
ReemKufi-0.6.tar.gz,ReemKufi-0.6.tar.gz,,Archive,0,4,4
ReemKufi-0.7.zip,ReemKufi-0.7.zip,,Archive,1,4,5
Ref-Util-0.204.tar.gz,Ref-Util-0.204.tar.gz,,Archive,3,4,7
Regexp-Assemble-0.38.tgz,Regexp-Assemble-0.38.tgz,,Archive,3,4,7
Regexp-Common-2017060201.tar.gz,Regexp-Common-2017060201.tar.gz,,Archive,3,4,7
Regexp-Common-net-CIDR-0.03.tar.gz,Regexp-Common-net-CIDR-0.03.tar.gz,,Archive,3,4,7
Regexp-Grammars-1.048.tar.gz,Regexp-Grammars-1.048.tar.gz,,Archive,3,4,7
Regexp-IPv6-0.03.tar.gz,Regexp-IPv6-0.03.tar.gz,,Archive,3,4,7
Regexp-Parser-0.22.tar.gz,Regexp-Parser-0.22.tar.gz,,Archive,3,4,7
Regina-REXX-3.9.1,Regina-REXX-3.9.1,,None,0,4,4
Regina-REXX-3.9.1.tar.gz,Regina-REXX-3.9.1.tar.gz,,Archive,1,4,5
RemoteBox-2.5.tar.bz2,RemoteBox-2.5.tar.bz2,,Archive,1,4,5
RestSharp-105.2.3,RestSharp-105.2.3,,None,1,8,9
RestSharp.105.2.3.zip,RestSharp.105.2.3.zip,,Archive,1,4,5
Return-Value-1.666005.tar.gz,Return-Value-1.666005.tar.gz,,Archive,3,4,7
Ri-li-2.0.1.tar.bz2,Ri-li-2.0.1.tar.bz2,,Archive,1,4,5
RictyDiminished-with-FiraCode,RictyDiminished-with-FiraCode,,None,1,4,5
Rivet-2.6.1.tar.bz2,Rivet-2.6.1.tar.bz2,,Archive,1,4,5
RoboMachine-0.8.0.tar.gz,RoboMachine-0.8.0.tar.gz,,Archive,2,4,6
RobotoMono-Bold.ttf,RobotoMono-Bold.ttf,,Font,1,4,5
RobotoMono-BoldItalic.ttf,RobotoMono-BoldItalic.ttf,,Font,1,4,5
RobotoMono-Italic.ttf,RobotoMono-Italic.ttf,,Font,1,4,5
RobotoMono-Light.ttf,RobotoMono-Light.ttf,,Font,1,4,5
RobotoMono-LightItalic.ttf,RobotoMono-LightItalic.ttf,,Font,1,4,5
RobotoMono-Medium.ttf,RobotoMono-Medium.ttf,,Font,1,4,5
RobotoMono-MediumItalic.ttf,RobotoMono-MediumItalic.ttf,,Font,1,4,5
RobotoMono-Regular.ttf,RobotoMono-Regular.ttf,,Font,1,4,5
RobotoMono-Thin.ttf,RobotoMono-Thin.ttf,,Font,1,4,5
RobotoMono-ThinItalic.ttf,RobotoMono-ThinItalic.ttf,,Font,1,4,5
RobotoSlab-Bold.ttf,RobotoSlab-Bold.ttf,,Font,1,4,5
RobotoSlab-Light.ttf,RobotoSlab-Light.ttf,,Font,1,4,5
RobotoSlab-Regular.ttf,RobotoSlab-Regular.ttf,,Font,1,4,5
RobotoSlab-Thin.ttf,RobotoSlab-Thin.ttf,,Font,1,4,5
RockboxUtility-v1.4.0-src.tar.bz2,RockboxUtility-v1.4.0-src.tar.bz2,,Archive,1,4,5
Role-Basic-0.13.tar.gz,Role-Basic-0.13.tar.gz,,Archive,3,4,7
Role-HasMessage-0.006.tar.gz,Role-HasMessage-0.006.tar.gz,,Archive,3,4,7
Role-Identifiable-0.007.tar.gz,Role-Identifiable-0.007.tar.gz,,Archive,3,4,7
Role-Tiny-2.000006.tar.gz,Role-Tiny-2.000006.tar.gz,,Archive,3,4,7
Routes-2.4.1.tar.gz,Routes-2.4.1.tar.gz,,Archive,2,4,6
Rtree-0.8.3.tar.gz,Rtree-0.8.3.tar.gz,,Archive,2,4,6
RunSnakeRun-2.0.4.tar.gz,RunSnakeRun-2.0.4.tar.gz,,Archive,1,4,5
RuneLite.desktop,RuneLite.desktop,,None,1,3,4
RuneLite.jar,RuneLite.jar,,Java,1,4,5
RunningX.c,RunningX.c,,None,1,4,5
SCGI-0.6.tar.gz,SCGI-0.6.tar.gz,,Archive,3,4,7
SDKSettings.plist,SDKSettings.plist,,None,1,2,3
SDKs,SDKs,,None,2,4,6
SDL-1.2.15,SDL-1.2.15,,None,161,21,182
SDL-1.2.15.tar.gz,SDL-1.2.15.tar.gz,,Archive,1,4,5
SDL2-2.0.8,SDL2-2.0.8,,None,121,24,145
SDL2-2.0.8.tar.gz,SDL2-2.0.8.tar.gz,,Archive,1,4,5
SDL2_gfx-1.0.4,SDL2_gfx-1.0.4,,None,4,4,8
SDL2_gfx-1.0.4.tar.gz,SDL2_gfx-1.0.4.tar.gz,,Archive,1,4,5
SDL2_image-2.0.3,SDL2_image-2.0.3,,None,32,10,42
SDL2_image-2.0.3.tar.gz,SDL2_image-2.0.3.tar.gz,,Archive,1,4,5
SDL2_mixer-2.0.2,SDL2_mixer-2.0.2,,None,24,13,37
SDL2_mixer-2.0.2.tar.gz,SDL2_mixer-2.0.2.tar.gz,,Archive,1,4,5
SDL2_net-2.0.1,SDL2_net-2.0.1,,None,6,4,10
SDL2_net-2.0.1.tar.gz,SDL2_net-2.0.1.tar.gz,,Archive,1,4,5
SDL2_ttf-2.0.14,SDL2_ttf-2.0.14,,None,25,6,31
SDL2_ttf-2.0.14.tar.gz,SDL2_ttf-2.0.14.tar.gz,,Archive,1,4,5
SDL_SetGamma.patch,SDL_SetGamma.patch,,Patch,1,5,6
SDL_gfx-2.0.26,SDL_gfx-2.0.26,,None,11,4,15
SDL_gfx-2.0.26.tar.gz,SDL_gfx-2.0.26.tar.gz,,Archive,1,4,5
SDL_image-1.2.12,SDL_image-1.2.12,,None,56,10,66
SDL_image-1.2.12.tar.gz,SDL_image-1.2.12.tar.gz,,Archive,1,4,5
SDL_mixer-1.2.12,SDL_mixer-1.2.12,,None,51,8,59
SDL_mixer-1.2.12.tar.gz,SDL_mixer-1.2.12.tar.gz,,Archive,1,4,5
SDL_net-1.2.8,SDL_net-1.2.8,,None,13,4,17
SDL_net-1.2.8.tar.gz,SDL_net-1.2.8.tar.gz,,Archive,1,4,5
SDL_sixel-1.2-nightly,SDL_sixel-1.2-nightly,,Golang,6,5,11
SDL_sound-1.0.3,SDL_sound-1.0.3,,None,4,7,11
SDL_sound-1.0.3.tar.gz,SDL_sound-1.0.3.tar.gz,,Archive,1,4,5
SDL_stretch-0.3.1,SDL_stretch-0.3.1,,None,0,4,4
SDL_stretch-0.3.1.tar.bz2,SDL_stretch-0.3.1.tar.bz2,,Archive,1,4,5
SDL_ttf-2.0.11,SDL_ttf-2.0.11,,None,33,6,39
SDL_ttf-2.0.11.tar.gz,SDL_ttf-2.0.11.tar.gz,,Archive,1,4,5
SGMLSpm-1.1.tar.gz,SGMLSpm-1.1.tar.gz,,Archive,3,4,7
SHA-1.6.4.4,SHA-1.6.4.4,,None,8,13,21
SHA-1.6.4.4.tar.gz,SHA-1.6.4.4.tar.gz,,Archive,1,4,5
SHERPA-MC-2.2.5.tar.gz,SHERPA-MC-2.2.5.tar.gz,,Archive,1,4,5
SIstyle.tar.xz,SIstyle.tar.xz,,Archive,1,4,5
SIunits.tar.xz,SIunits.tar.xz,,Archive,1,4,5
SKK-JISYO.L,SKK-JISYO.L,,None,1,4,5
SKK-JISYO.M,SKK-JISYO.M,,None,1,4,5
SKK-JISYO.S,SKK-JISYO.S,,None,1,4,5
SKK-JISYO.assoc,SKK-JISYO.assoc,,None,1,4,5
SKK-JISYO.edict,SKK-JISYO.edict,,None,1,4,5
SOAP-Lite-1.27.tar.gz,SOAP-Lite-1.27.tar.gz,,Archive,3,4,7
SPARQLWrapper-1.7.6.tar.gz,SPARQLWrapper-1.7.6.tar.gz,,Archive,2,4,6
SPECTRWM_2_7_2.tar.gz,SPECTRWM_2_7_2.tar.gz,,Archive,1,4,5
SQL-Abstract-1.86.tar.gz,SQL-Abstract-1.86.tar.gz,,Archive,3,4,7
SQL-Abstract-Limit-0.141.tar.gz,SQL-Abstract-Limit-0.141.tar.gz,,Archive,3,4,7
SQL-SplitStatement-1.00020.tar.gz,SQL-SplitStatement-1.00020.tar.gz,,Archive,3,4,7
SQL-Tokenizer-0.24.tar.gz,SQL-Tokenizer-0.24.tar.gz,,Archive,3,4,7
SQL-Translator-0.11024.tar.gz,SQL-Translator-0.11024.tar.gz,,Archive,3,4,7
SQLAlchemy-1.1.10.tar.gz,SQLAlchemy-1.1.10.tar.gz,,Archive,1,4,5
SQLAlchemy-1.2.12.tar.gz,SQLAlchemy-1.2.12.tar.gz,,Archive,2,4,6
SQLObject-3.3.0.tar.gz,SQLObject-3.3.0.tar.gz,,Archive,2,4,6
SQLProvider-0.0.9-alpha,SQLProvider-0.0.9-alpha,,None,0,8,8
SQLProvider.0.0.9-alpha.zip,SQLProvider.0.0.9-alpha.zip,,Archive,1,4,5
STARTTLS_before_auth.patch,STARTTLS_before_auth.patch,,Patch,1,5,6
STMonadTrans-0.4.3,STMonadTrans-0.4.3,,None,1,11,12
STMonadTrans-0.4.3-r1.cabal,STMonadTrans-0.4.3-r1.cabal,,Haskell,1,4,5
STMonadTrans-0.4.3.tar.gz,STMonadTrans-0.4.3.tar.gz,,Archive,1,4,5
SUPER-1.20141117.tar.gz,SUPER-1.20141117.tar.gz,,Archive,3,4,7
SVN-Simple-0.28.tar.gz,SVN-Simple-0.28.tar.gz,,Archive,3,4,7
Sablot-1.0.3.tar.gz,Sablot-1.0.3.tar.gz,,Archive,1,4,5
Sacrifice-1.0.0.tar.gz,Sacrifice-1.0.0.tar.gz,,Archive,1,4,5
Safe-0.4.tar.gz,Safe-0.4.tar.gz,,Archive,2,4,6
Safe-Isa-1.000010.tar.gz,Safe-Isa-1.000010.tar.gz,,Archive,3,4,7
SafeSemaphore-0.10.1,SafeSemaphore-0.10.1,,None,5,12,17
SafeSemaphore-0.10.1-r1.cabal,SafeSemaphore-0.10.1-r1.cabal,,Haskell,1,4,5
SafeSemaphore-0.10.1.tar.gz,SafeSemaphore-0.10.1.tar.gz,,Archive,1,4,5
SaxonHE9-9-0-1J.zip,SaxonHE9-9-0-1J.zip,,Archive,1,4,5
Scalar-List-Utils-1.50.tar.gz,Scalar-List-Utils-1.50.tar.gz,,Archive,3,4,7
Scalar-String-0.003.tar.gz,Scalar-String-0.003.tar.gz,,Archive,3,4,7
Scheherazade-2.100.zip,Scheherazade-2.100.zip,,Archive,1,4,5
Scope-Guard-0.21.tar.gz,Scope-Guard-0.21.tar.gz,,Archive,3,4,7
Scope-Upper-0.31.tar.gz,Scope-Upper-0.31.tar.gz,,Archive,3,4,7
Scorched3D-44-src.tar.gz,Scorched3D-44-src.tar.gz,,Archive,1,4,5
Scrapy-1.5.1.tar.gz,Scrapy-1.5.1.tar.gz,,Archive,2,4,6
Scripts.txt,Scripts.txt,,None,1,4,5
SelfLoader-1.24.tar.gz,SelfLoader-1.24.tar.gz,,Archive,3,4,7
Sereal-4.005.tar.gz,Sereal-4.005.tar.gz,,Archive,3,4,7
Sereal-Decoder-4.005.tar.gz,Sereal-Decoder-4.005.tar.gz,,Archive,3,4,7
Sereal-Encoder-4.005.tar.gz,Sereal-Encoder-4.005.tar.gz,,Archive,3,4,7
Server-Starter-0.34.tar.gz,Server-Starter-0.34.tar.gz,,Archive,3,4,7
Set-Infinite-0.65.tar.gz,Set-Infinite-0.65.tar.gz,,Archive,3,4,7
Set-IntSpan-1.19.tar.gz,Set-IntSpan-1.19.tar.gz,,Archive,3,4,7
Set-Object-1.39.tar.gz,Set-Object-1.39.tar.gz,,Archive,3,4,7
Set-Scalar-1.29.tar.gz,Set-Scalar-1.29.tar.gz,,Archive,3,4,7
Shapely-1.6.4.post2.tar.gz,Shapely-1.6.4.post2.tar.gz,,Archive,2,4,6
SharpFont-4.0.1,SharpFont-4.0.1,,None,1,8,9
SharpFont.4.0.1.zip,SharpFont.4.0.1.zip,,Archive,1,4,5
SharpZipLib-0.86.0,SharpZipLib-0.86.0,,None,1,8,9
SharpZipLib.0.86.0.zip,SharpZipLib.0.86.0.zip,,Archive,1,4,5
Shell-Command-0.06.tar.gz,Shell-Command-0.06.tar.gz,,Archive,3,4,7
ShellCheck-0.5.0,ShellCheck-0.5.0,,None,2,11,13
ShellCheck-0.5.0.tar.gz,ShellCheck-0.5.0.tar.gz,,Archive,1,4,5
SignWriting_2010.ttf,SignWriting_2010.ttf,,Font,1,4,5
SignWriting_2010_Filling.ttf,SignWriting_2010_Filling.ttf,,Font,1,4,5
Signal-Mask-0.008.tar.gz,Signal-Mask-0.008.tar.gz,,Archive,3,4,7
Sil-1.3.0,Sil-1.3.0,,None,0,11,11
SimpleITK-1.1.0.tar.gz,SimpleITK-1.1.0.tar.gz,,Archive,1,4,5
SimpleParse-2.1.1.tar.gz,SimpleParse-2.1.1.tar.gz,,Archive,1,4,5
Simplenote-linux-1.1.3.tar.gz,Simplenote-linux-1.1.3.tar.gz,,Archive,1,4,5
SkypeExport-1.4.0,SkypeExport-1.4.0,,None,0,5,5
Slic3r,Slic3r,,None,1,4,5
SmartIrc4net-0.4.5.1,SmartIrc4net-0.4.5.1,,None,1,8,9
SmartIrc4net.0.4.5.1.zip,SmartIrc4net.0.4.5.1.zip,,Archive,1,4,5
SnipesConsole.ttf,SnipesConsole.ttf,,Font,1,4,5
Snowball-Norwegian-1.2.tar.gz,Snowball-Norwegian-1.2.tar.gz,,Archive,3,4,7
Snowball-Swedish-1.2.tar.gz,Snowball-Swedish-1.2.tar.gz,,Archive,3,4,7
SoQt-1.5.0.tar.gz,SoQt-1.5.0.tar.gz,,Archive,1,4,5
SoXt-1.3.0.tar.gz,SoXt-1.3.0.tar.gz,,Archive,1,4,5
SoapUI-5.4.0-linux-bin.tar.gz,SoapUI-5.4.0-linux-bin.tar.gz,,Archive,1,4,5
Socket-2.027.tar.gz,Socket-2.027.tar.gz,,Archive,3,4,7
Socket6-0.28.tar.gz,Socket6-0.28.tar.gz,,Archive,3,4,7
SocketW031026.tar.gz,SocketW031026.tar.gz,,Archive,1,4,5
SocksiPy-branch-1.01.tar.gz,SocksiPy-branch-1.01.tar.gz,,Archive,2,4,6
Software-License-0.103013.tar.gz,Software-License-0.103013.tar.gz,,Archive,3,4,7
Software-License-CCpack-1.11.tar.gz,Software-License-CCpack-1.11.tar.gz,,Archive,3,4,7
Sort-Key-1.33.tar.gz,Sort-Key-1.33.tar.gz,,Archive,3,4,7
